artist,album,track_name,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,Year,Word Count,Prop Unique Words,Avg Sentiment,Prop Lines Pos,Prop Lines Neu,Prop Lines Neg
Baby Boy Da Prince,Across The Water,The Way I Live - Main Explicit,68Zq7PMcPIQE8ol1x3gAqw,57,0.88,0.43799999999999994,0,-7.562,1,0.248,0.0,0.0907,0.7140000000000001,90.02,324907,4,2006,308.0,0.6623376623376623,0.062825,0.25,0.6538461538461539,0.09615384615384616
Cunninlynguists,A Piece Of Strange,Hourglass,27SUFEhCpOTwYGdvzCbRpK,26,0.499,0.688,11,-5.6979999999999995,1,0.095,5.7700000000000007e-05,0.29,0.526,87.99,201280,4,2006,288.0,0.7430555555555556,0.18022413793103448,0.43103448275862066,0.41379310344827586,0.15517241379310345
Murs,Murray's Revenge,D.S.W.G. - Dark Skinned White Girls,6cihcPMGsZySkDnJxocNpS,22,0.569,0.877,11,-5.04,0,0.27399999999999997,0.0,0.239,0.624,85.98700000000001,267013,4,2006,283.0,0.7314487632508834,-0.032326415094339624,0.2641509433962264,0.4528301886792453,0.2830188679245283
Ghostface Killah,Fishscale,Shakey Dog,1EHkLFZZd9BCwd95RhQgJ4,30,0.595,0.9309999999999999,4,-4.612,1,0.31,0.0,0.922,0.613,84.19200000000001,224533,4,2006,438.0,0.7397260273972602,-0.14569436619718312,0.09859154929577464,0.5492957746478874,0.352112676056338
Clipse,Hell Hath No Fury,Keys Open Doors,0MIyU9W5yGG11uMeBdm80J,31,0.61,0.982,6,-3.077,0,0.266,0.0245,0.154,0.711,84.73700000000001,199427,4,2006,372.0,0.5860215053763441,-0.005419999999999994,0.27692307692307694,0.49230769230769234,0.23076923076923078
T.I.,King,Why You Wanna,7n37dToRMRqUhdOnh9sEhB,0,0.802,0.772,1,-4.893,0,0.192,0.0,0.0603,0.654,96.046,215000,4,2006,436.0,0.3761467889908257,0.16957283950617286,0.4567901234567901,0.4074074074074074,0.13580246913580246
Clipse,Hell Hath No Fury,Mr. Me Too,6cAldqwmbUwpM8D17FWtPL,46,0.6829999999999999,0.581,7,-7.077000000000001,1,0.316,0.0,0.20800000000000002,0.708,90.984,221907,4,2006,415.0,0.6024096385542169,0.10896533333333333,0.44,0.36,0.2
Nas,Hip Hop Is Dead (Bonus Track),Still Dreaming,4dsMLfbm1AnRSZmuvWnXyp,0,0.478,0.8240000000000001,2,-8.486,1,0.253,0.000126,0.166,0.598,90.837,217827,4,2006,321.0,0.67601246105919,0.009229508196721314,0.18032786885245902,0.6229508196721312,0.19672131147540983
Murs,Murray's Revenge,Murs Day,7ygki366SWNrd1GHXxLoof,22,0.331,0.8390000000000001,8,-4.504,0,0.276,0.0,0.149,0.8059999999999999,83.689,114787,4,2006,207.0,0.8309178743961353,0.04550750000000002,0.275,0.55,0.175
The Roots,Game Theory,Game Theory,6CRiWEfzbUepz9s5Mu6HoY,23,0.753,0.8640000000000001,5,-5.5089999999999995,1,0.23399999999999999,0.0,0.12300000000000001,0.521,96.17,241200,4,2006,433.0,0.648960739030023,-0.0121453488372093,0.23255813953488372,0.5581395348837209,0.20930232558139536
Gucci Mane,Hard to Kill,Pillz,34jo8lLdlFi2GoWJE7YeDv,44,0.812,0.586,11,-2.8789999999999996,0,0.303,0.0,0.358,0.777,156.029,311160,4,2006,591.0,0.42470389170896783,-0.13551229508196722,0.13934426229508196,0.5,0.36065573770491804
Various Artists,Friscostreetshow.com Presents: This Is How We Eat #2,Yeah,1hAaZS3JSSWzyhNNuO02SE,0,0.866,0.6679999999999999,1,-4.981,1,0.353,0.0,0.23399999999999999,0.55,102.28,212147,4,2006,327.0,0.42201834862385323,0.01029122807017544,0.05263157894736842,0.9122807017543859,0.03508771929824561
Living Legends,"Legendary Music, Vol. 1",Purple Kush (feat. Sunspot Jonz),2D0JAGN3FR4EpkbjkTIEfp,35,0.838,0.826,0,-3.457,1,0.304,9.21e-06,0.0792,0.31,95.016,155067,4,2006,205.0,0.7560975609756098,-0.05774285714285714,0.16326530612244897,0.5306122448979592,0.30612244897959184
Snoop Dogg,Tha Blue Carpet Treatment,That's That Shit,41sLy8IQUSgvjjeW2CN0vc,54,0.866,0.63,9,-4.795,0,0.172,0.0,0.036000000000000004,0.75,82.044,257640,4,2006,435.0,0.4206896551724138,-0.09690000000000001,0.13095238095238096,0.47619047619047616,0.39285714285714285
Various Artists,Dedication 2,Where The Cash At Feat Currency & Remy Ma,4HG1OKLRgIlrtqQ8F8BXFT,0,0.649,0.815,10,-3.59,0,0.256,0.0,0.365,0.652,150.089,294560,4,2006,7824.0,0.49003067484662577,0.02463255033557047,0.18624161073825504,0.662751677852349,0.15100671140939598
Nas,Hip Hop Is Dead (Bonus Track),Money Over Bullshit,6yr74FL3quKIfcSwTn4ODc,0,0.53,0.779,7,-7.78,1,0.27899999999999997,0.0,0.126,0.44299999999999995,90.405,256080,4,2006,433.0,0.6166281755196305,-0.2273275,0.15,0.3125,0.5375
Akon,Konvicted,I Wanna Love You,4xAk8Lw82G3YoVSOdVAsBx,67,0.866,0.45399999999999996,0,-9.383,1,0.0414,1.49e-06,0.275,0.368,99.985,247067,4,2006,312.0,0.4935897435897436,0.10024032258064516,0.27419354838709675,0.5967741935483871,0.12903225806451613
Equipto,Bullet Symphony Horns And Halos #3,Y-U-Smilin,7aw2aLN4VypvfP90ns4Oqs,38,0.82,0.88,6,-4.02,0,0.163,0.0,0.188,0.843,109.98899999999999,198613,4,2006,434.0,0.6497695852534562,0.09523717948717951,0.358974358974359,0.48717948717948717,0.15384615384615385
Various Artists,Dedication 2,They Still Like Me,6qUdjuRGxMsv2NAo8ox3eP,0,0.8540000000000001,0.5760000000000001,7,-7.47,1,0.373,0.0,0.132,0.8,83.02600000000001,137467,4,2006,2171.0,0.6236757254721327,0.030233760683760685,0.16025641025641027,0.7350427350427351,0.1047008547008547
Rick Ross,Port Of Miami,Hustlin',3hQCHzkE5oSA3F1xM8bpcM,67,0.502,0.652,9,-7.224,1,0.3,0.0,0.0675,0.648,136.08,254093,4,2006,393.0,0.4300254452926209,-0.017668493150684927,0.1506849315068493,0.6986301369863014,0.1506849315068493
Lil Wayne,Ultimate Hip Hop: Lil Wayne,Georgia… Bush,7yMoQncoHB8IIFIoPqpvRd,1,0.512,0.7090000000000001,11,-9.538,0,0.6779999999999999,0.0,0.248,0.625,173.86700000000002,446947,4,2006,768.0,0.5494791666666666,-0.11268074074074073,0.2222222222222222,0.37037037037037035,0.4074074074074074
Project Pat,Crook By Da Book: The Fed Story,Crack A Head - Explicit Album Version,2zuvwIrvVBIirmPRj6iK4C,19,0.754,0.836,11,-7.185,0,0.0561,0.0,0.14400000000000002,0.664,151.472,190040,4,2006,7758.0,0.23962361433359114,0.38917531250000004,0.665625,0.190625,0.14375
OutKast,Idlewild,Hollywood Divorce (feat. Snoop Dogg & Lil' Wayne),1gZZyC3EEw8hwqoYRZqypC,44,0.644,0.743,4,-8.921,0,0.281,0.0,0.0416,0.667,88.368,323000,4,2006,538.0,0.6226765799256505,0.09134615384615384,0.34615384615384615,0.49038461538461536,0.16346153846153846
T.I.,King,Ride Wit Me,5SUXv9ocVrA47eHc4IvkeQ,0,0.754,0.6,5,-4.582,0,0.253,0.0,0.43700000000000006,0.778,156.93200000000002,244533,4,2006,418.0,0.583732057416268,-0.109515625,0.125,0.59375,0.28125
Equipto,Bullet Symphony Horns And Halos #3,Balla Race,4ICzjuXiOKpVTXQGygWfQj,12,0.951,0.541,4,-5.832999999999999,0,0.263,0.00517,0.318,0.565,132.062,228587,4,2006,370.0,0.6972972972972973,0.03664383561643835,0.2191780821917808,0.6027397260273972,0.1780821917808219
Murs,Murray's Revenge,L.A.,0JjgNoZJ2l49O2ztVRnSNt,37,0.467,0.8290000000000001,10,-5.297999999999999,0,0.377,1.01e-05,0.174,0.9159999999999999,160.125,169107,4,2006,230.0,0.7608695652173914,-0.004334146341463414,0.24390243902439024,0.5121951219512195,0.24390243902439024
Bow Wow,The Price Of Fame,Shortie Like Mine (feat. Chris Brown & Johntá Austin),6oUGAx0vkBcnGzYkvw0ZsA,67,0.758,0.642,7,-8.128,0,0.221,0.0,0.191,0.701,142.078,268067,4,2006,529.0,0.31947069943289225,0.2044083333333333,0.4479166666666667,0.4270833333333333,0.125
Tech N9ne,Everready,Bout Ta Bubble,0ejGGk4KzMPSKaseftuLT6,40,0.91,0.8,1,-4.091,1,0.179,0.0,0.0951,0.5379999999999999,104.001,209880,4,2006,434.0,0.5529953917050692,-0.023549999999999998,0.07608695652173914,0.8152173913043478,0.10869565217391304
Cam’ron,Killa Season,Wet Wipes,6NbF0BYw9LiWGywe062Q9z,30,0.561,0.8290000000000001,1,-3.873,1,0.22,0.0,0.0852,0.604,79.904,215893,4,2006,298.0,0.7416107382550335,-0.046824528301886784,0.16981132075471697,0.6037735849056604,0.22641509433962265
Jeezy,The Inspiration,I Got Money,2TC7R6eOaGR9XJqNPGTfyz,39,0.581,0.695,9,-7.172000000000001,0,0.0477,0.0,0.14,0.146,80.041,239893,4,2006,295.0,0.6440677966101694,-0.10802586206896553,0.13793103448275862,0.5172413793103449,0.3448275862068966
Equipto,Bullet Symphony Horns And Halos #3,A Peez Paradise,4We3S6vhY5gqFjRajUqKon,11,0.743,0.723,11,-7.099,1,0.299,0.0,0.29,0.308,90.04299999999999,323187,4,2006,535.0,0.6841121495327103,0.1273846153846154,0.3956043956043956,0.45054945054945056,0.15384615384615385
Young Dro,Best Thang Smokin' (Explicit Version),Rubberband Banks,6naGRp5hPdsyIJo0yokznl,40,0.7929999999999999,0.648,2,-7.3,1,0.27699999999999997,0.0,0.0465,0.852,156.162,289040,4,2006,340.0,0.5852941176470589,0.0049271428571428565,0.24285714285714285,0.5285714285714286,0.22857142857142856
Cam’ron,Killa Season,Get 'em Daddy (Remix),1drB7Z9xeHvDLgDM06HFvH,30,0.451,0.903,11,-4.118,0,0.414,0.0,0.341,0.518,99.42399999999999,273600,3,2006,476.0,0.6995798319327731,-0.06410111111111112,0.24444444444444444,0.4444444444444444,0.3111111111111111
Birdman,Like Father Like Son,Leather So Soft,2QUVk7QscEdZiHi7zs4ycM,49,0.8240000000000001,0.6709999999999999,8,-7.212999999999999,0,0.242,1.24e-06,0.0899,0.379,144.991,291413,4,2006,303.0,0.5973597359735974,-0.0021653846153846137,0.21153846153846154,0.5769230769230769,0.21153846153846154
Yung Joc,New Joc City (Explicit Content U.S. Version),"I Know You See It (feat. Brandy ""Ms. B"" Hambrick)",6giYNaycmjkbf7UmZ6RGtL,51,0.7440000000000001,0.368,1,-6.349,1,0.0524,0.0,0.192,0.391,84.01799999999999,241307,4,2006,281.0,0.5729537366548043,0.07710980392156863,0.2549019607843137,0.6862745098039216,0.058823529411764705
Clipse,Hell Hath No Fury,Trill,3yAm2Q4FA2Tb8iGORHPvFA,27,0.778,0.795,7,-5.791,1,0.24600000000000002,2.14e-06,0.629,0.596,104.943,283987,4,2006,481.0,0.45322245322245325,-0.08037946428571428,0.13392857142857142,0.5982142857142857,0.26785714285714285
The Roots,Game Theory,Don't Feel Right,6dkTg20dwhZ9ejLWyffjJ4,27,0.428,0.764,1,-5.2860000000000005,1,0.316,0.0,0.066,0.556,185.78900000000002,248267,4,2006,473.0,0.46723044397463004,-0.06080714285714286,0.09523809523809523,0.6666666666666666,0.23809523809523808
Spank Rock,YoYoYoYoYo,Backyard Betty,0PT8floI4PYe8VPXlkrb2S,20,0.884,0.723,6,-9.644,0,0.162,0.0926,0.239,0.6940000000000001,115.00399999999999,211173,4,2006,189.0,0.5026455026455027,-0.11053863636363635,0.045454545454545456,0.6590909090909091,0.29545454545454547
Ghostface Killah,Fishscale,Kilo,61JgoXI412BYy0oHDFmzhp,33,0.753,0.569,11,-5.246,0,0.371,0.0,0.11199999999999999,0.44799999999999995,170.604,240267,4,2006,472.0,0.5953389830508474,0.09907702702702702,0.36486486486486486,0.4594594594594595,0.17567567567567569
Mickey Avalon,Mickey Avalon,"So Rich, So Pretty",5WMhGD4wrLWQKX8buBT6uj,33,0.8240000000000001,0.66,8,-5.403,0,0.142,8.26e-06,0.0971,0.6629999999999999,95.008,206960,4,2006,303.0,0.5181518151815182,0.17045,0.35714285714285715,0.45714285714285713,0.18571428571428572
Lupe Fiasco,Lupe Fiasco's Food & Liquor,Real (feat. Sarah Green),2FZ4Ac2OfaZWdv1BKibjVR,37,0.722,0.873,11,-4.343,1,0.0392,1.49e-06,0.0663,0.6,140.69799999999998,241467,4,2006,335.0,0.41492537313432837,0.006014285714285721,0.15584415584415584,0.7012987012987013,0.14285714285714285
Cunninlynguists,A Piece Of Strange,Beautiful Girl,5WmxGs0hBmoo9bcGlY0twV,41,0.384,0.787,8,-5.861000000000001,0,0.335,2.75e-05,0.39,0.544,84.85,204707,4,2006,325.0,0.6061538461538462,-0.008704761904761904,0.30158730158730157,0.4126984126984127,0.2857142857142857
Nas,Hip Hop Is Dead (Bonus Track),Hip Hop Is Dead,4errw8r45vg260xFxRc9zb,0,0.7659999999999999,0.7120000000000001,0,-5.975,0,0.29,0.0,0.205,0.6,110.823,225560,4,2006,417.0,0.5179856115107914,-0.13414457831325302,0.12048192771084337,0.5421686746987951,0.3373493975903614
Gym Class Heroes,As Cruel as School Children,Shoot Down the Stars,1tehOaED870Q7TtujkOhGq,32,0.684,0.8109999999999999,4,-5.807,0,0.129,0.0,0.155,0.6940000000000001,93.969,218093,4,2006,373.0,0.4155495978552279,0.0422391304347826,0.2391304347826087,0.5434782608695652,0.21739130434782608
T.I.,King,Front Back (feat. UGK),7phU6wKiwJLfxG4ShQUIPN,0,0.8370000000000001,0.665,9,-9.299,0,0.11699999999999999,0.0,0.33899999999999997,0.795,78.01899999999999,222853,4,2006,437.0,0.4759725400457666,-0.008295588235294115,0.20588235294117646,0.6029411764705882,0.19117647058823528
Akon,Konvicted,Smack That,2kQuhkFX7uSVepCD3h29g5,70,0.9390000000000001,0.742,5,-5.171,0,0.0467,0.0,0.107,0.924,118.978,212360,4,2006,383.0,0.42297650130548303,-0.006137804878048779,0.15853658536585366,0.6707317073170732,0.17073170731707318
Cunninlynguists,A Piece Of Strange,Hellfire,3x6qlhqjIV1MDjmPAbtQ3J,32,0.642,0.922,10,-5.7620000000000005,0,0.292,0.0,0.406,0.769,89.999,149347,4,2006,181.0,0.7679558011049724,-0.11348,0.22857142857142856,0.3142857142857143,0.45714285714285713
The Roots,Game Theory,Here I Come,0UG6T3ulEb2zWJZgJK0PwP,30,0.754,0.9640000000000001,1,-4.328,1,0.214,0.0,0.652,0.5920000000000001,116.965,251107,4,2006,495.0,0.48484848484848486,-0.003055208333333337,0.21875,0.5416666666666666,0.23958333333333334
Lupe Fiasco,Lupe Fiasco's Food & Liquor,Sunshine,7JjIWXd0RopJ8wSMTIsfZr,42,0.5429999999999999,0.82,10,-4.559,0,0.26899999999999996,0.0,0.18600000000000003,0.563,89.387,235520,4,2006,266.0,0.6390977443609023,0.11343666666666666,0.38333333333333336,0.43333333333333335,0.18333333333333332
Jedi Mind Tricks,"Servants In Heaven, Kings In Hell",When All Light Dies,4r8DiQp2rwEwnQ9humdXMs,34,0.499,0.9670000000000001,6,-4.812,1,0.264,0.000303,0.889,0.629,88.712,273533,4,2006,361.0,0.6454293628808865,-0.07716875000000001,0.1875,0.453125,0.359375
Kenn Starr,Starr Status,Against The Grain,0XuQaPRRmJj8b4HRviuHq4,10,0.653,0.745,2,-5.12,0,0.273,0.000226,0.106,0.685,96.19,248267,4,2006,204.0,0.43137254901960786,0.13391694915254237,0.3898305084745763,0.4915254237288136,0.11864406779661017
Lupe Fiasco,Lupe Fiasco's Food & Liquor,"Kick, Push",0I4BkxYx0MjdsAIGOU9xs8,36,0.652,0.809,5,-5.276,1,0.17,0.0,0.175,0.512,94.786,254466,4,2006,433.0,0.4780600461893764,0.05077934782608696,0.25,0.5978260869565217,0.15217391304347827
Tabi Bonney,A Fly Guy's Theme,Beat Rock,2fZbyJl9VHTks19Y6h86rV,7,0.725,0.68,10,-6.1739999999999995,1,0.151,1.7e-05,0.109,0.516,154.219,305533,4,2006,266.0,0.462406015037594,0.07588717948717949,0.358974358974359,0.48717948717948717,0.15384615384615385
Tech N9ne,Everready,Riot Maker,6nU5YHmm88HuVfpegW74p7,60,0.6940000000000001,0.6629999999999999,2,-3.444,1,0.35100000000000003,0.0,0.5660000000000001,0.624,161.899,331480,4,2006,615.0,0.583739837398374,-0.1927712962962963,0.12037037037037036,0.4166666666666667,0.46296296296296297
Danny!,21st Century Masters - The Millennium Collection: The Best of Danny!,Charm,3tqeqKnDRRqiqkl4369bH2,3,0.764,0.773,4,-6.306,0,0.231,0.0,0.37799999999999995,0.562,88.33,265920,4,2006,472.0,0.6313559322033898,0.04890361445783132,0.3614457831325301,0.37349397590361444,0.26506024096385544
T.I.,King,I'm Straight (feat. BG and Young Jeezy),6qb8Meu22VPz6ZN2m7LtSW,0,0.677,0.711,10,-6.045,0,0.353,0.0,0.0936,0.6890000000000001,159.656,280218,4,2006,769.0,0.46293888166449937,-0.08471196581196579,0.2222222222222222,0.452991452991453,0.3247863247863248
The Game,Doctor's Advocate,It's Okay (One Blood),5hg3xm9mxcz9Xb6r59y9Ow,49,0.608,0.875,7,-5.642,1,0.231,0.0,0.125,0.589,163.44299999999998,257600,4,2006,395.0,0.529113924050633,-0.054929885057471255,0.11494252873563218,0.6666666666666666,0.21839080459770116
Gym Class Heroes,As Cruel as School Children,The Queen and I,30rMFp7OhWINAeolcp0o21,40,0.632,0.8959999999999999,9,-5.687,0,0.0626,7.01e-05,0.0499,0.899,160.015,194800,4,2006,198.0,0.6111111111111112,0.04126666666666667,0.30952380952380953,0.5,0.19047619047619047
AZ,The Format (Special Edition),Games,2bPwSgH0UDViyly4Kd9s0b,0,0.6459999999999999,0.775,3,-6.21,0,0.1,0.0,0.0902,0.745,92.898,229920,4,2006,332.0,0.5843373493975904,-0.09507424242424241,0.19696969696969696,0.36363636363636365,0.4393939393939394
J Dilla,The Shining - The 10th Anniversary Collection,E=MC2,0fy3f49qYu51O31AGqj9Dg,0,0.698,0.7659999999999999,10,-3.778,0,0.38799999999999996,0.0,0.591,0.662,198.042,197640,4,2006,298.0,0.5838926174496645,0.012172413793103451,0.25862068965517243,0.5689655172413793,0.1724137931034483
Kenn Starr,Starr Status,Middle Fingaz,66gPmtJRCh55R8AyWzxxg0,8,0.598,0.7,7,-4.421,0,0.203,0.0,0.218,0.457,88.98100000000001,262533,4,2006,13279.0,0.6944800060245501,0.10647225806451613,0.33548387096774196,0.4774193548387097,0.1870967741935484
Talib Kweli,Liberation,Funny Money,2HDeW9Th1u14wQSjYGmjSl,17,0.49200000000000005,0.9470000000000001,9,-3.6889999999999996,0,0.38,1.4e-06,0.248,0.643,83.598,184880,4,2006,268.0,0.7574626865671642,-0.01399591836734694,0.3877551020408163,0.2653061224489796,0.3469387755102041
Ghostface Killah,Fishscale,9 Milli Bros,1TAO0OM5Lr3XGNrN4Tl9wf,28,0.53,0.7879999999999999,6,-4.173,1,0.28800000000000003,0.0,0.073,0.953,95.97399999999999,254640,4,2006,555.0,0.7513513513513513,-0.03447454545454546,0.24545454545454545,0.5272727272727272,0.22727272727272727
Mickey Avalon,Mickey Avalon,Jane Fonda,0Y2QejubtJugRGvfPgOQ1w,41,0.635,0.812,2,-3.8289999999999997,1,0.29100000000000004,0.0,0.136,0.865,93.59700000000001,220307,4,2006,296.0,0.4358108108108108,0.006166666666666674,0.12698412698412698,0.7142857142857143,0.15873015873015872
Cut Chemist,The Audience's Listening (U.S. Version),Storm (feat. Edan and Mr. Lif),4RfoxWUVeqtvutxxMWULyA,23,0.7659999999999999,0.8859999999999999,7,-4.976,1,0.32899999999999996,0.0,0.172,0.303,108.515,208880,4,2006,360.0,0.8722222222222222,-0.06266447368421053,0.15789473684210525,0.5789473684210527,0.2631578947368421
Method Man,4:21...The Day After,4:20,1pVWvXp4QicR9Iw4KCUcmY,29,0.732,0.706,1,-6.638999999999999,1,0.264,0.0,0.218,0.373,162.082,274320,4,2006,499.0,0.6312625250501002,-0.15778701298701303,0.19480519480519481,0.37662337662337664,0.42857142857142855
Lupe Fiasco,Lupe Fiasco's Food & Liquor,I Gotcha,3j1UrSXCeWYa5ltei4ZAxt,41,0.632,0.731,1,-4.191,1,0.262,0.0,0.0514,0.785,89.48299999999999,238680,4,2006,425.0,0.5341176470588235,0.03794204545454545,0.26136363636363635,0.5568181818181818,0.18181818181818182
Fat Joe,"Me, Myself & I",Make It Rain,1Ji8DhJGIQuV9kBiTgcChh,0,0.7440000000000001,0.6970000000000001,11,-5.063,0,0.19699999999999998,0.0,0.0842,0.767,149.28,247413,4,2006,431.0,0.35962877030162416,-0.05175405405405406,0.20270270270270271,0.5405405405405406,0.25675675675675674
Equipto,Bullet Symphony Horns And Halos #3,Oh God,4X9JOqzee41xGI5MM9nyuj,8,0.8170000000000001,0.8590000000000001,5,-5.062,1,0.0788,0.00271,0.109,0.235,96.023,176827,4,2006,325.0,0.7261538461538461,0.0470406779661017,0.288135593220339,0.5084745762711864,0.2033898305084746
Jedi Mind Tricks,The Torture Papers,Battle Cry,3iZc0giQC5ySLgbJ6gQFEl,51,0.594,0.9129999999999999,11,-4.545,0,0.294,0.00019099999999999998,0.284,0.735,92.038,366067,4,2006,5767.0,0.44771978498352694,-0.006481405750798722,0.15079872204472844,0.6869009584664537,0.1623003194888179
UGK,UGK (Underground Kingz),Int'l Players Anthem (I Choose You) (feat. OutKast),4ns1XFP3W5JPyzvnAjMdHD,62,0.675,0.68,4,-5.01,0,0.256,0.0,0.354,0.845,155.69799999999998,259040,4,2007,437.0,0.6796338672768879,0.03396575342465753,0.3150684931506849,0.4794520547945205,0.2054794520547945
Kanye West,Graduation,Can't Tell Me Nothing,4ImL3v98u2BLkwnyQDjfRm,0,0.594,0.614,5,-6.091,0,0.0536,0.0,0.823,0.10099999999999999,79.968,271600,4,2007,347.0,0.5043227665706052,-0.030681818181818178,0.15584415584415584,0.6363636363636364,0.2077922077922078
DJ Khaled,We The Best,We Takin' Over,74OqjT3PMVWlZAyqUt4FgG,21,0.767,0.872,10,-4.25,0,0.0761,0.0,0.518,0.565,112.6,263280,4,2007,431.0,0.6032482598607889,0.016961165048543683,0.23300970873786409,0.6213592233009708,0.14563106796116504
Jedi Mind Tricks,Ritual of Battle,Seven,6QZZAdLvmRKCKeWCeocsQV,45,0.619,0.9390000000000001,1,-2.8480000000000003,1,0.256,0.0,0.0643,0.71,91.984,374439,4,2007,256.0,0.703125,0.05858000000000001,0.3466666666666667,0.49333333333333335,0.16
Kanye West,Graduation,Good Life,1fLdeDTrJWNkwOeFyAVLvF,0,0.435,0.802,1,-6.871,1,0.324,0.0,0.467,0.45399999999999996,84.26700000000001,207000,4,2007,329.0,0.47112462006079026,0.1388179104477612,0.43283582089552236,0.44776119402985076,0.11940298507462686
Playaz Circle,Supply & Demand,Duffle Bag Boy,5l53XkYN5rTYmdJ0P2GKFT,49,0.613,0.835,3,-4.051,0,0.177,0.0,0.14,0.684,143.876,258273,4,2007,450.0,0.38222222222222224,-0.011235000000000004,0.1625,0.6125,0.225
Kid Cudi,Man On The Moon: The End Of Day,Day 'N' Nite (nightmare),5FEXPoPnzueFJQCPRIrC3c,72,0.871,0.44,11,-6.25,0,0.0761,4.15e-06,0.114,0.799,137.996,221267,4,2007,309.0,0.343042071197411,0.039440625,0.28125,0.46875,0.25
DJ Storm,Drank Epidemic 7,Duffle Bag Boy,09lqmgrszQIGrS5tFlrmhE,22,0.66,0.65,1,-10.515999999999998,0,0.22699999999999998,0.0,0.237,0.685,143.922,238387,4,2007,2676.0,0.42077727952167415,-0.07166625916870416,0.25183374083129584,0.4083129584352078,0.33985330073349634
B.o.B,Eastside,Cloud 9,04p3kannM0SWBzFRW9wtFX,11,0.7490000000000001,0.413,1,-8.09,1,0.0841,5.7999999999999995e-06,0.672,0.619,119.949,168347,4,2007,159.0,0.4276729559748428,0.07891458333333333,0.16666666666666666,0.8333333333333334,0.0
Lupe Fiasco,Lupe Fiasco's The Cool,"Paris, Tokyo",2dXME00xUY1CRcMZsM3Y4q,52,0.7340000000000001,0.64,9,-7.638,0,0.182,0.0,0.17300000000000001,0.35100000000000003,90.01100000000001,270653,4,2007,419.0,0.5966587112171837,0.11131808510638297,0.2978723404255319,0.6170212765957447,0.0851063829787234
Wiz Khalifa,Deal Or No Deal,Chewy,5yETFNrZQaTLZnvUDWtneg,38,0.547,0.6920000000000001,7,-6.002000000000001,0,0.305,0.0,0.294,0.20199999999999999,164.179,189887,4,2007,306.0,0.565359477124183,0.006622340425531914,0.14893617021276595,0.7340425531914894,0.11702127659574468
Young Buck,Buck The World,Get Buck,2t9NFNf5VipAMpo7b8SlHA,32,0.797,0.667,1,-6.095,0,0.158,0.0,0.0357,0.621,76.51,254493,4,2007,320.0,0.546875,-0.1712,0.22857142857142856,0.3,0.4714285714285714
Boosie Badazz,Survival Of The Fittest,"Wipe Me Down (feat. Foxx, Webbie & Lil Boosie) - Remix",6D1CstH1YvzNN8cPd9ay9Q,59,0.836,0.9059999999999999,1,-2.9019999999999997,1,0.27899999999999997,0.0,0.22699999999999998,0.718,165.09099999999998,272347,4,2007,524.0,0.5801526717557252,0.014187962962962963,0.14814814814814814,0.6666666666666666,0.18518518518518517
Lil Wayne,The Leak,I'm Me,63MtsInu01ReWF9M4rl7dq,46,0.457,0.815,11,-4.327,0,0.273,0.0,0.244,0.237,150.923,295360,4,2007,470.0,0.4787234042553192,-0.08150232558139534,0.20930232558139536,0.45348837209302323,0.3372093023255814
Blu,Below the Heavens,Below The Heavens pt. I,1kyk57jhMkKxPMbzU4E3gk,0,0.662,0.847,11,-5.183,0,0.204,0.0,0.349,0.7909999999999999,89.993,266720,4,2007,1177.0,0.6185216652506372,-0.00031415384615384503,0.12,0.7569230769230769,0.12307692307692308
Lupe Fiasco,Lupe Fiasco's The Cool,Gold Watch,2DGMORz6TjhKgCYM7quaZh,39,0.703,0.733,7,-5.572,1,0.23800000000000002,0.0,0.16,0.565,84.036,252600,4,2007,417.0,0.5539568345323741,0.1752730769230769,0.47435897435897434,0.3974358974358974,0.1282051282051282
T.I.,T.I. vs. T.I.P.,Touchdown - feat. Eminem,04jIRKpetGsmsVn8mJtQ6Q,0,0.718,0.7859999999999999,8,-6.515,1,0.133,0.0,0.0431,0.609,81.445,282600,4,2007,530.0,0.5,-0.01698736842105263,0.2,0.5789473684210527,0.22105263157894736
Plies,The Real Testament,Shawty (feat. T Pain),0mYoKqA23wUUj7BTEgNzjg,62,0.444,0.708,4,-5.926,0,0.126,0.0,0.0775,0.26,105.412,255413,5,2007,417.0,0.4364508393285372,-0.028861842105263148,0.13157894736842105,0.7105263157894737,0.15789473684210525
Gucci Mane,Back to the Traphouse,Freaky Gurl (feat. Ludacris and Lil Kim) - Remix,3oePgThYVcdoQCBAf4lovM,31,0.787,0.6829999999999999,0,-5.396,1,0.10400000000000001,0.0,0.0924,0.57,147.106,280987,4,2007,521.0,0.46257197696737046,-0.05284299065420559,0.2523364485981308,0.4485981308411215,0.29906542056074764
8Ball & MJG,Ridin' High,Relax and Take Notes (feat. Notorious B.I.G. and Project Pat),51nSG94rmkEr7l99nzlz5k,42,0.731,0.882,2,-5.6129999999999995,1,0.20600000000000002,0.0,0.109,0.49700000000000005,153.02,291653,4,2007,312.0,0.7115384615384616,-0.02366181818181818,0.23636363636363636,0.4727272727272727,0.2909090909090909
