card_id,name,type,desc,atk,def,level,race,attribute,scale,archetype,linkval,linkmarkers,image_url,image_url_small,ban_tcg,ban_ocg,ban_goat,staple,views,viewsweek,upvotes,downvotes,formats,treated_as,card_tcg_date,ocg_date,konami_id,has_effect,set_id,set_rarity,set_rarity_code,set_name,num_of_cards,set_tcg_date,set_code
82108372,Mudora,Effect Monster,This card gains 200 ATK for each Fairy-Type monster in your Graveyard.,1500.0,1800.0,4.0,Fairy,EARTH,,,,,https://images.ygoprodeck.com/images/cards/82108372.jpg,https://images.ygoprodeck.com/images/cards_small/82108372.jpg,,,,,82258,0,6,0,GOAT|OCG GOAT|Duel Links|Speed Duel|Common Charity|Edison|TCG|OCG|Master Duel,,2003-12-01,2003-02-20,5356.0,1,5c47e88732f386f382d2e2dae097a44f,Rare,(R),Dark Revelation Volume 1,267,2005-03-19,DR1-EN238
80441106,Keldo,Effect Monster,"When this card is destroyed and sent to the Graveyard as a result of battle, select 2 cards from your opponent's Graveyard, add them to your opponent's Deck and the Deck is then shuffled.",1200.0,1600.0,4.0,Fairy,EARTH,,,,,https://images.ygoprodeck.com/images/cards/80441106.jpg,https://images.ygoprodeck.com/images/cards_small/80441106.jpg,,,,,70408,0,0,1,GOAT|OCG GOAT|Duel Links|Speed Duel|Common Charity|Edison|TCG|OCG|Master Duel,,2003-12-01,2003-02-20,5351.0,1,5c47e88732f386f382d2e2dae097a44f,Common,(C),Dark Revelation Volume 1,267,2005-03-19,DR1-EN239
54878498,Kelbek,Effect Monster,A monster that attacks this card returns to the hand. Damage calculation is applied normally.,1500.0,1800.0,4.0,Fairy,EARTH,,,,,https://images.ygoprodeck.com/images/cards/54878498.jpg,https://images.ygoprodeck.com/images/cards_small/54878498.jpg,,,,,134399,0,4,0,GOAT|OCG GOAT|Duel Links|Speed Duel|Common Charity|Edison|TCG|OCG|Master Duel,,2003-12-01,2003-02-20,5361.0,1,5c47e88732f386f382d2e2dae097a44f,Common,(C),Dark Revelation Volume 1,267,2005-03-19,DR1-EN240
16268841,Zolga,Effect Monster,When a monster is Tribute Summoned by Tributing this card: The owner of this card gains 2000 Life Points.,1700.0,1200.0,4.0,Fairy,EARTH,,,,,https://images.ygoprodeck.com/images/cards/16268841.jpg,https://images.ygoprodeck.com/images/cards_small/16268841.jpg,,,,,117495,26,10,0,GOAT|OCG GOAT|Duel Links|Speed Duel|Common Charity|Edison|TCG|OCG|Master Duel,,2003-12-01,2003-02-20,5363.0,1,5c47e88732f386f382d2e2dae097a44f,Common,(C),Dark Revelation Volume 1,267,2005-03-19,DR1-EN241
16135253,Agido,Effect Monster,"When this card is destroyed and sent to the Graveyard as a result of battle, roll a six-sided die. You can Special Summon 1 Fairy-Type monster from your Graveyard whose Level is equal to the number rolled. (If the result is 6, you can Special Summon a Level 6 or higher monster.)",1500.0,1300.0,4.0,Fairy,EARTH,,,,,https://images.ygoprodeck.com/images/cards/16135253.jpg,https://images.ygoprodeck.com/images/cards_small/16135253.jpg,,,,,67883,0,3,0,GOAT|OCG GOAT|Duel Links|Common Charity|Edison|TCG|OCG|Master Duel,,2003-12-01,2003-02-20,5366.0,1,5c47e88732f386f382d2e2dae097a44f,Common,(C),Dark Revelation Volume 1,267,2005-03-19,DR1-EN242
60258960,Legendary Flame Lord,Ritual Effect Monster,"This card can only be Ritual Summoned with the Ritual Spell Card, ""Incandescent Ordeal"". You must also Tribute monsters whose total Levels equal 7 or more from the field or your hand. Each time you or your opponent activates 1 Spell Card, put 1 Spell Counter on this card. Remove 3 Spell Counters from this card to destroy all monsters on the field except this card.",2400.0,2000.0,7.0,Spellcaster,FIRE,,,,,https://images.ygoprodeck.com/images/cards/60258960.jpg,https://images.ygoprodeck.com/images/cards_small/60258960.jpg,,,,,49549,26,4,0,GOAT|OCG GOAT|Duel Links|Edison|TCG|OCG|Master Duel,,2003-12-01,2003-02-20,5781.0,1,5c47e88732f386f382d2e2dae097a44f,Rare,(R),Dark Revelation Volume 1,267,2005-03-19,DR1-EN243
97642679,Dark Master - Zorc,Ritual Effect Monster,"You can Ritual Summon this card with ""Contract with the Dark Master"". Once per turn: You can roll a six-sided die, then destroy all monsters your opponent controls if you roll 1 or 2, destroy 1 monster your opponent controls if you roll 3, 4 or 5, or destroy all monsters you control if you roll 6.",2700.0,1500.0,8.0,Fiend,DARK,,,,,https://images.ygoprodeck.com/images/cards/97642679.jpg,https://images.ygoprodeck.com/images/cards_small/97642679.jpg,,,,,74655,0,23,3,GOAT|OCG GOAT|Duel Links|Common Charity|Edison|TCG|OCG|Master Duel,,2003-12-01,2003-02-20,5782.0,1,5c47e88732f386f382d2e2dae097a44f,Super Rare,(SR),Dark Revelation Volume 1,267,2005-03-19,DR1-EN244
29228529,Spell Reproduction,Spell Card,"Send 2 Spells from your hand to the GY, then target 1 Spell in your GY; add it to your hand.",,,,Normal,,,,,,https://images.ygoprodeck.com/images/cards/29228529.jpg,https://images.ygoprodeck.com/images/cards_small/29228529.jpg,,,,,103028,26,2,0,GOAT|OCG GOAT|Duel Links|Common Charity|Edison|TCG|OCG|Master Duel,,2003-12-01,2003-02-20,5354.0,1,5c47e88732f386f382d2e2dae097a44f,Common,(C),Dark Revelation Volume 1,267,2005-03-19,DR1-EN245
16435215,Dragged Down into the Grave,Spell Card,"Both players reveal their hands, each chooses 1 card from their opponent's hand, then you discard the chosen cards from both players' hands, then both players draw 1 card.",,,,Normal,,,,,,https://images.ygoprodeck.com/images/cards/16435215.jpg,https://images.ygoprodeck.com/images/cards_small/16435215.jpg,,,,,274927,0,8,2,GOAT|OCG GOAT|Duel Links|Common Charity|Edison|TCG|OCG|Master Duel,,2003-12-01,2003-02-20,5352.0,1,5c47e88732f386f382d2e2dae097a44f,Common,(C),Dark Revelation Volume 1,267,2005-03-19,DR1-EN246
33031674,Incandescent Ordeal,Spell Card,"This card is used to Ritual Summon ""Legendary Flame Lord"". You must also Tribute monsters whose total Levels equal 7 or more from the field or your hand.",,,,Ritual,,,,,,https://images.ygoprodeck.com/images/cards/33031674.jpg,https://images.ygoprodeck.com/images/cards_small/33031674.jpg,,,,,39202,0,3,0,GOAT|OCG GOAT|Duel Links|Common Charity|Edison|TCG|OCG|Master Duel,,2003-12-01,2003-02-20,5783.0,1,5c47e88732f386f382d2e2dae097a44f,Common,(C),Dark Revelation Volume 1,267,2005-03-19,DR1-EN247
69035382,Contract with the Abyss,Spell Card,This card can be used to Ritual Summon any DARK Ritual Monster. You must also Tribute monsters from your hand or field whose total Levels exactly equal the Level of the Ritual Monster you Ritual Summon.,,,,Ritual,,,,,,https://images.ygoprodeck.com/images/cards/69035382.jpg,https://images.ygoprodeck.com/images/cards_small/69035382.jpg,,,,,110077,0,12,0,GOAT|OCG GOAT|Duel Links|Common Charity|Edison|TCG|OCG|Master Duel,,2003-12-01,2003-02-20,5784.0,1,5c47e88732f386f382d2e2dae097a44f,Common,(C),Dark Revelation Volume 1,267,2005-03-19,DR1-EN248
96420087,Contract with the Dark Master,Spell Card,"This card is used to Ritual Summon ""Dark Master - Zorc"". You must also Tribute monsters from your hand or field whose total Levels equal 8 or more.",,,,Ritual,,,,,,https://images.ygoprodeck.com/images/cards/96420087.jpg,https://images.ygoprodeck.com/images/cards_small/96420087.jpg,,,,,70496,52,5,2,GOAT|OCG GOAT|Duel Links|Common Charity|Edison|TCG|OCG|Master Duel,,2003-12-01,2003-02-20,5785.0,1,5c47e88732f386f382d2e2dae097a44f,Common,(C),Dark Revelation Volume 1,267,2005-03-19,DR1-EN249
32919136,Falling Down,Spell Card,"Activate this card by targeting an opponent's monster; equip this card to it. Take control of it. Destroy this card unless you control an ""Archfiend"" card. During each of your opponent's Standby Phases: You take 800 damage.",,,,Equip,,,Archfiend,,,https://images.ygoprodeck.com/images/cards/32919136.jpg,https://images.ygoprodeck.com/images/cards_small/32919136.jpg,,,,,80935,0,5,0,GOAT|OCG GOAT|Common Charity|Edison|TCG|OCG|Master Duel,,2003-12-01,2003-02-20,5786.0,1,5c47e88732f386f382d2e2dae097a44f,Common,(C),Dark Revelation Volume 1,267,2005-03-19,DR1-EN250
69313735,Checkmate,Spell Card,"Tribute 1 Archfiend monster on your side of the field. During this turn, 1 ""Terrorking Archfiend"" on your side of the field can attack your opponent's Life Points directly.",,,,Normal,,,Archfiend,,,https://images.ygoprodeck.com/images/cards/69313735.jpg,https://images.ygoprodeck.com/images/cards_small/69313735.jpg,,,,,56646,0,3,0,GOAT|OCG GOAT|Duel Links|Common Charity|Edison|Speed Duel|TCG|OCG|Master Duel,,2003-12-01,2003-02-20,5787.0,1,5c47e88732f386f382d2e2dae097a44f,Common,(C),Dark Revelation Volume 1,267,2005-03-19,DR1-EN251
28106077,Cestus of Dagla,Spell Card,Equip only to a Fairy-Type monster. It gains 500 ATK. If it inflicts battle damage to your opponent: Gain LP equal to the damage inflicted.,,,,Equip,,,,,,https://images.ygoprodeck.com/images/cards/28106077.jpg,https://images.ygoprodeck.com/images/cards_small/28106077.jpg,,,,,96354,0,4,0,GOAT|OCG GOAT|Duel Links|Speed Duel|Common Charity|Edison|TCG|OCG|Master Duel,,2003-12-01,2003-02-20,5357.0,1,5c47e88732f386f382d2e2dae097a44f,Common,(C),Dark Revelation Volume 1,267,2005-03-19,DR1-EN252
95308449,Final Countdown,Spell Card,"Pay 2000 Life Points. After 20 turns have passed (counting the turn you activate this card as the 1st turn), you win the Duel.",,,,Normal,,,,,,https://images.ygoprodeck.com/images/cards/95308449.jpg,https://images.ygoprodeck.com/images/cards_small/95308449.jpg,Limited,,,,198817,0,22,1,GOAT|OCG GOAT|Duel Links|Common Charity|Edison|TCG|OCG|Master Duel,,2003-12-01,2003-02-20,5788.0,1,5c47e88732f386f382d2e2dae097a44f,Common,(C),Dark Revelation Volume 1,267,2005-03-19,DR1-EN253
22796548,Archfiend's Oath,Spell Card,"Once per turn: You can pay 500 Life Points, then declare 1 card name; excavate the top card of your Deck, and if it is the declared card, add it to your hand. Otherwise, send it to the Graveyard.",,,,Continuous,,,Archfiend,,,https://images.ygoprodeck.com/images/cards/22796548.jpg,https://images.ygoprodeck.com/images/cards_small/22796548.jpg,,,,,85273,0,1,1,GOAT|OCG GOAT|Speed Duel|Common Charity|Edison|TCG|OCG|Master Duel,,2003-12-01,2003-02-20,5789.0,1,5c47e88732f386f382d2e2dae097a44f,Common,(C),Dark Revelation Volume 1,267,2005-03-19,DR1-EN254
68191243,Mustering of the Dark Scorpions,Spell Card,"If you control a face-up ""Don Zaloog"": You can Special Summon any number of ""Dark Scorpion"" monsters from your hand, but only 1 copy of each.",,,,Normal,,,Dark Scorpion,,,https://images.ygoprodeck.com/images/cards/68191243.jpg,https://images.ygoprodeck.com/images/cards_small/68191243.jpg,,,,,48455,0,0,1,GOAT|OCG GOAT|Duel Links|Common Charity|Edison|TCG|OCG|Master Duel,,2003-12-01,2003-02-20,5790.0,1,5c47e88732f386f382d2e2dae097a44f,Common,(C),Dark Revelation Volume 1,267,2005-03-19,DR1-EN255
94585852,Pandemonium,Spell Card,"Neither player has to pay Life Points during the Standby Phase for ""Archfiend"" monsters. Each time a player's ""Archfiend"" monster(s) is destroyed and sent to the Graveyard, except by battle, that player can add 1 ""Archfiend"" monster from their Deck to their hand that is a lower Level than the destroyed card.",,,,Field,,,Archfiend,,,https://images.ygoprodeck.com/images/cards/94585852.jpg,https://images.ygoprodeck.com/images/cards_small/94585852.jpg,,,,,87823,0,6,3,GOAT|OCG GOAT|Duel Links|Common Charity|Edison|Speed Duel|TCG|OCG|Master Duel,,2003-12-01,2003-02-20,5791.0,1,5c47e88732f386f382d2e2dae097a44f,Rare,(R),Dark Revelation Volume 1,267,2005-03-19,DR1-EN256
21070956,Altar for Tribute,Trap Card,Select 1 monster on your side of the field and send it to the Graveyard. Increase your Life Points by an amount equal to the original ATK of the monster.,,,,Normal,,,,,,https://images.ygoprodeck.com/images/cards/21070956.jpg,https://images.ygoprodeck.com/images/cards_small/21070956.jpg,,,,,57048,0,2,0,GOAT|OCG GOAT|Duel Links|Common Charity|Edison|TCG|OCG|Master Duel,,2003-12-01,2003-02-20,5792.0,1,5c47e88732f386f382d2e2dae097a44f,Common,(C),Dark Revelation Volume 1,267,2005-03-19,DR1-EN257
57069605,Frozen Soul,Trap Card,You can only activate this card when your Life Points are at least 2000 lower than your opponent's. Skip your opponent's next Battle Phase.,,,,Normal,,,,,,https://images.ygoprodeck.com/images/cards/57069605.jpg,https://images.ygoprodeck.com/images/cards_small/57069605.jpg,,,,,41435,0,4,2,GOAT|OCG GOAT|Common Charity|Edison|TCG|OCG|Master Duel,,2003-12-01,2003-02-20,5793.0,1,5c47e88732f386f382d2e2dae097a44f,Common,(C),Dark Revelation Volume 1,267,2005-03-19,DR1-EN258
94463200,Battle-Scarred,Trap Card,"Select 1 Archfiend monster on your side of the field to activate this card. Your opponent also pays the same Life Points that you pay for the selected monster during the Standby Phase. If this card is removed from the field, destroy the selected monster. When the selected monster is removed from the field, destroy this card.",,,,Continuous,,,Archfiend,,,https://images.ygoprodeck.com/images/cards/94463200.jpg,https://images.ygoprodeck.com/images/cards_small/94463200.jpg,,,,,53768,26,2,0,GOAT|OCG GOAT|Common Charity|Edison|Speed Duel|TCG|OCG|Master Duel,,2003-12-01,2003-02-20,5794.0,1,5c47e88732f386f382d2e2dae097a44f,Common,(C),Dark Revelation Volume 1,267,2005-03-19,DR1-EN259
20858318,Dark Scorpion Combination,Trap Card,"You can only activate this card when there are ""Don Zaloog"", ""Cliff the Trap Remover"", ""Dark Scorpion - Chick the Yellow"", ""Dark Scorpion - Gorg the Strong"", and ""Dark Scorpion - Meanae the Thorn"" face-up on your side of the field. During this turn, any of these 5 cards can attack your opponent's Life Points directly. In that case, the Battle Damage inflicted to your opponent by each of those cards becomes 400 points.",,,,Normal,,,Dark Scorpion,,,https://images.ygoprodeck.com/images/cards/20858318.jpg,https://images.ygoprodeck.com/images/cards_small/20858318.jpg,,,,,39878,0,3,2,GOAT|OCG GOAT|Common Charity|Edison|TCG|OCG|Master Duel,,2003-12-01,2003-02-20,5795.0,1,5c47e88732f386f382d2e2dae097a44f,Common,(C),Dark Revelation Volume 1,267,2005-03-19,DR1-EN260
56246017,Archfiend's Roar,Trap Card,"Pay 500 Life Points, then target 1 ""Archfiend"" monster in your Graveyard; Special Summon that target. It cannot be Tributed. Destroy it during the End Phase of this turn.",,,,Normal,,,Archfiend,,,https://images.ygoprodeck.com/images/cards/56246017.jpg,https://images.ygoprodeck.com/images/cards_small/56246017.jpg,,,,,73943,0,1,0,GOAT|OCG GOAT|Duel Links|Common Charity|Edison|Speed Duel|TCG|OCG|Master Duel,,2003-12-01,2003-02-20,5796.0,1,5c47e88732f386f382d2e2dae097a44f,Common,(C),Dark Revelation Volume 1,267,2005-03-19,DR1-EN261
83241722,Dice Re-Roll,Trap Card,"One time, during the rest of this turn, if either player(s) rolls a die (or dice), you can have the player(s) re-roll. (You can only gain this effect once per turn.)",,,,Normal,,,Dice,,,https://images.ygoprodeck.com/images/cards/83241722.jpg,https://images.ygoprodeck.com/images/cards_small/83241722.jpg,,,,,68406,0,3,0,GOAT|OCG GOAT|Duel Links|Common Charity|Edison|TCG|OCG|Master Duel,,2003-12-01,2003-02-20,5797.0,1,5c47e88732f386f382d2e2dae097a44f,Common,(C),Dark Revelation Volume 1,267,2005-03-19,DR1-EN262
29735721,Spell Vanishing,Trap Card,"Discard 2 cards from your hand. Negate the activation of a Spell Card and destroy it. Also, look at your opponent's hand and Deck and if you find any Spell Cards of the same name as the destroyed Spell Card, send all of them to the Graveyard.",,,,Counter,,,,,,https://images.ygoprodeck.com/images/cards/29735721.jpg,https://images.ygoprodeck.com/images/cards_small/29735721.jpg,,,,,30327,0,4,0,GOAT|OCG GOAT|Duel Links|Edison|TCG|OCG|Master Duel,,2003-12-01,2003-02-20,5798.0,1,5c47e88732f386f382d2e2dae097a44f,Rare,(R),Dark Revelation Volume 1,267,2005-03-19,DR1-EN263
56120475,Sakuretsu Armor,Trap Card,When an opponent's monster declares an attack: Target the attacking monster; destroy that target.,,,,Normal,,,,,,https://images.ygoprodeck.com/images/cards/56120475.jpg,https://images.ygoprodeck.com/images/cards_small/56120475.jpg,,,,,338864,52,17,2,GOAT|OCG GOAT|Duel Links|Common Charity|Edison|TCG|OCG|Master Duel,,2003-12-01,2003-02-20,5799.0,1,5c47e88732f386f382d2e2dae097a44f,Common,(C),Dark Revelation Volume 1,267,2005-03-19,DR1-EN264
82529174,Ray of Hope,Trap Card,Add 2 LIGHT monsters from your Graveyard to your Deck and shuffle it.,,,,Normal,,,,,,https://images.ygoprodeck.com/images/cards/82529174.jpg,https://images.ygoprodeck.com/images/cards_small/82529174.jpg,,,,,40305,0,5,0,GOAT|OCG GOAT|Duel Links|Common Charity|Edison|TCG|OCG|Master Duel,,2003-12-01,2003-02-20,5800.0,1,5c47e88732f386f382d2e2dae097a44f,Common,(C),Dark Revelation Volume 1,267,2005-03-19,DR1-EN265
89041555,Blast Held by a Tribute,Trap Card,"When an opponent's monster that was Tribute Summoned declares an attack: Destroy as many face-up Attack Position monsters they control as possible, and if you do, inflict 1000 damage to your opponent.",,,,Normal,,,,,,https://images.ygoprodeck.com/images/cards/89041555.jpg,https://images.ygoprodeck.com/images/cards_small/89041555.jpg,,,,,41084,0,4,0,GOAT|Speed Duel|OCG GOAT|Duel Links|Common Charity|Edison|TCG|OCG|Master Duel,,2003-12-01,2003-02-20,5365.0,1,5c47e88732f386f382d2e2dae097a44f,Ultra Rare,(UR),Dark Revelation Volume 1,267,2005-03-19,DR1-EN266
55256016,Judgment of Anubis,Trap Card,"When your opponent activates a Spell Card that would destroy a Spell/Trap Card(s) on the field: Discard 1 card; negate the activation, and if you do, destroy it, then you can destroy 1 face-up monster your opponent controls, and if you do that, inflict damage to your opponent equal to the destroyed monster's ATK on the field.",,,,Counter,,,,,,https://images.ygoprodeck.com/images/cards/55256016.jpg,https://images.ygoprodeck.com/images/cards_small/55256016.jpg,,,,,128651,0,45,0,GOAT|OCG GOAT|Duel Links|Speed Duel|Common Charity|Edison|TCG|OCG|Master Duel,,2003-12-01,2003-02-20,5232.0,1,5c47e88732f386f382d2e2dae097a44f,Ultra Rare,(UR),Dark Revelation Volume 1,267,2005-03-19,DR1-EN267
15270885,Toon Goblin Attack Force,Toon Monster,"This card cannot attack the turn it is Summoned. If ""Toon World"" on the field is destroyed, destroy this card. While you control ""Toon World"" and your opponent controls no Toon Monsters, this card can attack your opponent directly. If this card attacks, it is changed to Defense Position at the end of the Battle Phase, and its battle position cannot be changed until the End Phase of your next turn.",2300.0,0.0,4.0,Warrior,EARTH,,Toon,,,https://images.ygoprodeck.com/images/cards/15270885.jpg,https://images.ygoprodeck.com/images/cards_small/15270885.jpg,,,,,105864,0,5,2,GOAT|OCG GOAT|Duel Links|Common Charity|Edison|TCG|OCG|Master Duel,,2005-04-01,2002-03-21,5478.0,1,ed68d1c3ddff23ffffeefafac441c813,Super Rare,(SR),Duelist League Series 7 participation card,1,2005-04-01,DL7-EN001
19847532,Infernal Flame Emperor,Effect Monster,"This card cannot be Special Summoned. When this card is Tribute Summoned, you can remove from play up to 5 FIRE monsters in your Graveyard. Destroy a number of Spell/Trap Cards on the field equal to the number of monsters removed from play for this effect.",2700.0,1600.0,9.0,Pyro,FIRE,,,,,https://images.ygoprodeck.com/images/cards/19847532.jpg,https://images.ygoprodeck.com/images/cards_small/19847532.jpg,,,,,30573,0,18,1,GOAT|OCG GOAT|Duel Links|Edison|Common Charity|TCG|OCG|Master Duel,,2005-05-09,2005-01-20,6368.0,1,258d40d12ac3feb384038d65a449e309,Ultra Rare,(UR),Structure Deck: Blaze of Destruction,31,2005-05-09,SD3-EN001
11813953,Great Angus,Normal Monster,"A very violent beast, it is always berserk. People say that they have never seen it silent.",1800.0,600.0,4.0,Beast,FIRE,,,,,https://images.ygoprodeck.com/images/cards/11813953.jpg,https://images.ygoprodeck.com/images/cards_small/11813953.jpg,,,,,66204,0,2,0,GOAT|OCG GOAT|Duel Links|Common Charity|Edison|TCG|OCG|Master Duel,,2003-10-10,2002-09-19,5641.0,0,258d40d12ac3feb384038d65a449e309,Common,(C),Structure Deck: Blaze of Destruction,31,2005-05-09,SD3-EN002
5464695,Blazing Inpachi,Normal Monster,"A wicked wooden spirit now burning in flames. Its fire attack is powerful, but it will soon be nothing but ashes.",1850.0,0.0,4.0,Pyro,FIRE,,,,,https://images.ygoprodeck.com/images/cards/5464695.jpg,https://images.ygoprodeck.com/images/cards_small/5464695.jpg,,,,,56737,0,3,0,GOAT|OCG GOAT|Duel Links|Speed Duel|Common Charity|Edison|TCG|OCG|Master Duel,,2004-03-01,2003-07-17,5876.0,0,258d40d12ac3feb384038d65a449e309,Common,(C),Structure Deck: Blaze of Destruction,31,2005-05-09,SD3-EN003
60806437,UFO Turtle,Effect Monster,"When this card is destroyed by battle and sent to the Graveyard: You can Special Summon 1 FIRE monster with 1500 or less ATK from your Deck, in face-up Attack Position.",1400.0,1200.0,4.0,Machine,FIRE,,,,,https://images.ygoprodeck.com/images/cards/60806437.jpg,https://images.ygoprodeck.com/images/cards_small/60806437.jpg,,,,,223851,53,5,1,GOAT|OCG GOAT|Duel Links|Speed Duel|Common Charity|Edison|TCG|OCG|Master Duel,,2002-09-16,2000-07-13,4917.0,1,258d40d12ac3feb384038d65a449e309,Common,(C),Structure Deck: Blaze of Destruction,31,2005-05-09,SD3-EN004
68658728,Little Chimera,Effect Monster,All FIRE monsters on the field gain 500 ATK. All WATER monsters on the field lose 400 ATK.,600.0,550.0,2.0,Beast,FIRE,,,,,https://images.ygoprodeck.com/images/cards/68658728.jpg,https://images.ygoprodeck.com/images/cards_small/68658728.jpg,,,,,99264,0,4,0,GOAT|OCG GOAT|Duel Links|Common Charity|Edison|TCG|OCG|Master Duel,,2002-06-26,1999-11-18,4604.0,1,258d40d12ac3feb384038d65a449e309,Common,(C),Structure Deck: Blaze of Destruction,31,2005-05-09,SD3-EN005
74823665,Inferno,Effect Monster,Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by banishing 1 FIRE monster from your GY. If this card destroys an opponent's monster by battle and sends it to the GY: Inflict 1500 damage to your opponent.,1100.0,1900.0,4.0,Pyro,FIRE,,,,,https://images.ygoprodeck.com/images/cards/74823665.jpg,https://images.ygoprodeck.com/images/cards_small/74823665.jpg,,,,,61761,0,4,0,GOAT|OCG GOAT|Duel Links|Common Charity|Edison|TCG|OCG|Master Duel,,2004-03-01,2003-04-24,5829.0,1,258d40d12ac3feb384038d65a449e309,Common,(C),Structure Deck: Blaze of Destruction,31,2005-05-09,SD3-EN006
4732017,Molten Zombie,Effect Monster,When this card is Special Summoned from the Graveyard: Draw 1 card.,1600.0,400.0,4.0,Pyro,FIRE,,,,,https://images.ygoprodeck.com/images/cards/4732017.jpg,https://images.ygoprodeck.com/images/cards_small/4732017.jpg,,,,,54117,0,5,2,GOAT|OCG GOAT|Duel Links|Common Charity|Edison|TCG|OCG|Master Duel,,2004-03-01,2003-07-17,5879.0,1,258d40d12ac3feb384038d65a449e309,Common,(C),Structure Deck: Blaze of Destruction,31,2005-05-09,SD3-EN007
45985838,Solar Flare Dragon,Effect Monster,"While you control another Pyro-Type monster, this card cannot be attacked. During each of your End Phases: Inflict 500 damage to your opponent.",1500.0,1000.0,4.0,Pyro,FIRE,,,,,https://images.ygoprodeck.com/images/cards/45985838.jpg,https://images.ygoprodeck.com/images/cards_small/45985838.jpg,,,,,102963,0,7,0,GOAT|OCG GOAT|Duel Links|Common Charity|Edison|TCG|OCG|Master Duel,,2004-06-01,2003-11-20,5974.0,1,258d40d12ac3feb384038d65a449e309,Common,(C),Structure Deck: Blaze of Destruction,31,2005-05-09,SD3-EN008
67934141,Ultimate Baseball Kid,Effect Monster,"This card gains 1000 ATK for each face-up FIRE monster on the field, except this card. You can send 1 other face-up FIRE monster you control to the Graveyard; inflict 500 damage to your opponent.",500.0,1000.0,3.0,Warrior,FIRE,,,,,https://images.ygoprodeck.com/images/cards/67934141.jpg,https://images.ygoprodeck.com/images/cards_small/67934141.jpg,,,,,73005,0,5,4,GOAT|OCG GOAT|Common Charity|Edison|TCG|OCG|Master Duel,,2004-10-01,2004-05-27,6113.0,1,258d40d12ac3feb384038d65a449e309,Common,(C),Structure Deck: Blaze of Destruction,31,2005-05-09,SD3-EN009
90810762,Raging Flame Sprite,Effect Monster,This card can attack your opponent directly. If this card inflicts battle damage to your opponent by a direct attack: This card gains 1000 ATK.,100.0,200.0,3.0,Pyro,FIRE,,,,,https://images.ygoprodeck.com/images/cards/90810762.jpg,https://images.ygoprodeck.com/images/cards_small/90810762.jpg,,,,,85703,0,4,1,GOAT|OCG GOAT|Duel Links|Speed Duel|Common Charity|Edison|TCG|OCG|Master Duel,,2004-11-20,2004-08-05,6189.0,1,258d40d12ac3feb384038d65a449e309,Common,(C),Structure Deck: Blaze of Destruction,31,2005-05-09,SD3-EN010
26205777,Thestalos the Firestorm Monarch,Effect Monster,"If this card is Tribute Summoned: Discard 1 random card from your opponent's hand, then, if it was a Monster Card, inflict damage to your opponent equal to its original Level x 100.",2400.0,1000.0,6.0,Pyro,FIRE,,Monarch,,,https://images.ygoprodeck.com/images/cards/26205777.jpg,https://images.ygoprodeck.com/images/cards_small/26205777.jpg,,,,,146207,26,12,2,GOAT|OCG GOAT|Duel Links|Common Charity|Edison|Speed Duel|TCG|OCG|Master Duel,,2004-11-20,2004-08-05,6190.0,1,258d40d12ac3feb384038d65a449e309,Common,(C),Structure Deck: Blaze of Destruction,31,2005-05-09,SD3-EN011
51355346,Gaia Soul the Combustible Collective,Effect Monster,"Once per turn: You can Tribute up to 2 Pyro-Type monsters; this card gains 1000 ATK for each. If this card attacks a Defense Position monster, inflict piercing battle damage to your opponent. During the End Phase: Destroy this card.",2000.0,0.0,4.0,Pyro,FIRE,,,,,https://images.ygoprodeck.com/images/cards/51355346.jpg,https://images.ygoprodeck.com/images/cards_small/51355346.jpg,,,,,62398,0,5,0,GOAT|OCG GOAT|Duel Links|Common Charity|Edison|TCG|OCG|Master Duel,,2004-11-20,2004-08-05,6197.0,1,258d40d12ac3feb384038d65a449e309,Common,(C),Structure Deck: Blaze of Destruction,31,2005-05-09,SD3-EN012
88753985,Fox Fire,Effect Monster,"During the End Phase, if this card was destroyed by battle and sent to the Graveyard this turn and was face-up at the start of the Damage Step: Special Summon this card from the Graveyard. This face-up card cannot be Tributed for a Tribute Summon.",300.0,200.0,2.0,Pyro,FIRE,,,,,https://images.ygoprodeck.com/images/cards/88753985.jpg,https://images.ygoprodeck.com/images/cards_small/88753985.jpg,,,,,50308,26,5,3,GOAT|OCG GOAT|Duel Links|Common Charity|Edison|TCG|OCG|Master Duel,,2004-11-20,2004-08-05,6198.0,1,258d40d12ac3feb384038d65a449e309,Common,(C),Structure Deck: Blaze of Destruction,31,2005-05-09,SD3-EN013
45986603,Snatch Steal,Spell Card,Equip only to a monster your opponent controls. Take control of the equipped monster. During each of your opponent's Standby Phases: They gain 1000 Life Points.,,,,Equip,,,,,,https://images.ygoprodeck.com/images/cards/45986603.jpg,https://images.ygoprodeck.com/images/cards_small/45986603.jpg,Limited,Banned,Limited,,258163,26,15,4,GOAT|OCG GOAT|Duel Links|Common Charity|Edison|TCG|OCG|Master Duel,,2002-09-16,2000-04-20,4898.0,1,258d40d12ac3feb384038d65a449e309,Common,(C),Structure Deck: Blaze of Destruction,31,2005-05-09,SD3-EN014
